Random,2024-03-09 10:40:32,2024-03-09 18:33:49,28397.193046092987,62634.127468733,13.0,124.21280903635468,COMPLETED: you completed 1680 hours of simulated customer cases. 9071 cases started. 7696 cases run to completion.,146.40635446702217,0.9853925526088888,0.009422843275631535,0.42492913436714974,64946,64946,0,,,,
Random,2024-03-09 10:40:32,2024-03-09 22:35:27,42895.062037944794,76179.56279445799,12.0,191.2025734504912,COMPLETED: you completed 1680 hours of simulated customer cases. 9765 cases started. 7772 cases run to completion.,240.2209942527715,1.0063171011846017,0.08348688275859756,0.7733016457049093,64940,64940,0,,,,
Random,2024-03-09 10:40:32,2024-03-09 23:54:14,47622.931985378265,72437.03393560901,10.0,301.7096865673774,COMPLETED: you completed 1680 hours of simulated customer cases. 9314 cases started. 5881 cases run to completion.,477.85115934206453,0.9343527238860058,0.060013943950024434,0.9777741631317588,50580,50580,0,,,,
Random,2024-03-09 18:33:49,2024-03-10 00:43:02,22152.576727628708,60424.170059386,14.0,84.25327410072275,COMPLETED: you completed 1680 hours of simulated customer cases. 9356 cases started. 8405 cases run to completion.,93.8012878365472,1.0693711322937203,0.7855467781569885,11.156444240331274,68337,68337,0,,,,
Random,2024-03-09 22:35:27,2024-03-10 03:09:39,16451.929532766342,51352.206640214004,15.0,49.67816242310141,COMPLETED: you completed 1680 hours of simulated customer cases. 8878 cases started. 8365 cases run to completion.,52.72868117744227,0.9844619357616351,0.0008617655334940598,0.06818481780201055,67321,67321,0,,,,
Random,2024-03-09 10:40:32,2024-03-10 04:27:08,63996.610624074936,92273.77268678,11.0,308.73619211374495,COMPLETED: you completed 1680 hours of simulated customer cases. 9763 cases started. 7051 cases run to completion.,427.4908873725574,0.9511409621185645,0.013754229083226004,0.36469541782794246,59599,59599,0,,,,
Random,2024-03-09 23:54:15,2024-03-10 08:10:34,29779.27218747139,63934.414385329,16.0,106.02974354831525,COMPLETED: you completed 1680 hours of simulated customer cases. 9440 cases started. 8244 cases run to completion.,121.41828960887644,0.9928446188312967,0.0447347257968929,0.5163737185740722,69267,69267,0,,,,
Random,2024-03-10 00:43:02,2024-03-10 09:18:53,30951.166074991226,64316.848789543,17.0,124.93031113634332,COMPLETED: you completed 1680 hours of simulated customer cases. 9464 cases started. 7957 cases run to completion.,148.59546330620276,0.9804630246231183,0.007128058430731074,0.5038121868007762,65855,65855,0,,,,
Random,2024-03-10 03:09:39,2024-03-10 09:28:55,22755.342440605164,60492.606087611,18.0,88.45356921685239,COMPLETED: you completed 1680 hours of simulated customer cases. 8873 cases started. 8354 cases run to completion.,93.95000248650267,0.9884347737830694,0.011668460297619088,0.6288934420140248,68793,68793,0,,,,
Random,2024-03-10 04:27:09,2024-03-10 11:28:21,25272.178431272507,69408.315710881,19.0,116.01662059349889,COMPLETED: you completed 1680 hours of simulated customer cases. 9552 cases started. 8418 cases run to completion.,131.64593886277717,0.9761651902050726,0.011066098637437205,0.07191976650992966,69751,69751,0,,,,
ShortestQueue,2024-03-11 09:09:25,2024-03-11 17:24:14,29688.447957515717,65314.274527758,12.0,115.07785117908541,COMPLETED: you completed 1680 hours of simulated customer cases. 9393 cases started. 8154 cases run to completion.,132.56901129750017,0.9705127896695034,0.025616498739629522,0.7730977395712142,67333,0,0,,,,
ShortestQueue,2024-03-11 09:09:25,2024-03-11 20:13:48,39863.11018490791,73242.313829956,13.0,166.50035796203255,COMPLETED: you completed 1680 hours of simulated customer cases. 9358 cases started. 7692 cases run to completion.,202.6558877334185,0.9698870216729063,0.026330701190527803,0.6473412019700215,64424,0,0,,,,
ShortestQueue,2024-03-11 09:09:25,2024-03-11 22:16:19,47214.06063699722,82198.489891884,10.0,194.6700607497571,COMPLETED: you completed 1680 hours of simulated customer cases. 9594 cases started. 8047 cases run to completion.,232.0961441172863,0.99216890670263,0.0003749634796302804,0.047820449085371385,67504,0,0,,,,
ShortestQueue,2024-03-11 09:09:25,2024-03-12 00:33:36,55450.487082242966,87571.781652531,11.0,254.20866311459096,COMPLETED: you completed 1680 hours of simulated customer cases. 9437 cases started. 7402 cases run to completion.,324.10006739633945,0.9869863645031359,0.004659924766811293,0.19261331467320536,62919,0,0,,,,
ShortestQueue,2024-03-11 17:24:14,2024-03-12 01:34:51,29437.337969064713,66447.81794456,14.0,132.57140942835798,COMPLETED: you completed 1680 hours of simulated customer cases. 9141 cases started. 7848 cases run to completion.,154.41608943878776,0.9848534739804232,0.0010399652547962597,0.07931351293430515,64781,0,0,,,,
ShortestQueue,2024-03-11 20:13:49,2024-03-12 07:13:56,39607.389509916306,77116.251938937,15.0,186.7885540009905,COMPLETED: you completed 1680 hours of simulated customer cases. 9909 cases started. 7532 cases run to completion.,245.76094741989553,0.9883784078779733,0.0077529981166933465,0.11854346963820453,64840,0,0,,,,
ShortestQueue,2024-03-12 00:33:36,2024-03-12 09:43:07,32970.83773779869,64017.651410603,17.0,225.8935820884581,COMPLETED: you completed 1680 hours of simulated customer cases. 9373 cases started. 6193 cases run to completion.,341.9238619991894,0.924174088303034,0.00577172954706752,0.22439757817343287,53586,0,0,,,,
ShortestQueue,2024-03-11 22:16:20,2024-03-12 09:56:15,41995.18026471138,76796.75611532001,16.0,222.6127799347148,COMPLETED: you completed 1680 hours of simulated customer cases. 9440 cases started. 7087 cases run to completion.,296.5583714746521,0.9587422905985958,0.005502839642426615,0.19629377422455155,60066,0,0,,,,
ShortestQueue,2024-03-12 01:34:52,2024-03-12 12:37:10,39738.41597700119,79988.549404396,18.0,216.43453693947666,COMPLETED: you completed 1680 hours of simulated customer cases. 9450 cases started. 7575 cases run to completion.,270.0140208862191,0.9919069951291448,0.051154727932694835,0.6374825616511588,63840,0,0,,,,
ShortestQueue,2024-03-12 07:13:57,2024-03-12 15:20:25,29188.15217089653,73714.255096687,19.0,201.860796450479,COMPLETED: you completed 1680 hours of simulated customer cases. 9520 cases started. 7198 cases run to completion.,266.9834594017588,0.9556865596265917,0.014052548474423344,0.5556588266840566,61154,0,0,,,,
